ligand_id	library_id	docking_score_1d3g	docking_score_1d3h	docking_score_4igh	docking_score_6j3c
CHEMBL359171	dude_actives	9.41559	9.71472	10.61306	9.75964
CHEMBL48928	dude_actives	12.59327	11.91643	13.19212	13.62974
CHEMBL321163	dude_actives	11.64047	11.74488	12.15733	11.52069
CHEMBL417722	dude_actives	11.96117	11.99261	13.0242	12.53473
CHEMBL387254	dude_actives	8.95051	8.70649	8.68746	9.02752
CHEMBL39396	dude_actives	13.10748	11.81169	11.96044	12.27234
CHEMBL38614	dude_actives	12.47017	11.31642	11.57172	11.81271
CHEMBL143868	dude_actives	10.62938	10.27604	9.93832	9.95898
CHEMBL297497	dude_actives	12.15374	11.36892	12.94623	12.64315
CHEMBL143237	dude_actives	8.2202	8.48529	8.25173	8.52093
CHEMBL416057	dude_actives	11.51015	10.51071	11.11891	11.21814
CHEMBL193371	dude_actives	11.35315	10.83394	11.3348	11.36756
CHEMBL107642	dude_actives	11.73756	12.00676	11.27425	11.13018
CHEMBL39971	dude_actives	12.56037	10.98371	11.42779	12.4053
CHEMBL107224	dude_actives	11.02346	11.17887	11.09751	11.00152
CHEMBL142996	dude_actives	10.03992	9.64226	9.3844	10.57331
CHEMBL41799	dude_actives	12.21209	10.73169	10.9474	11.58345
CHEMBL194954	dude_actives	11.56711	11.10313	12.07574	12.01073
CHEMBL36981	dude_actives	11.18924	11.04222	10.30204	10.36592
CHEMBL344613	dude_actives	8.91477	8.72674	8.91744	9.25517
CHEMBL290674	dude_actives	12.38929	11.35844	11.41476	12.08894
CHEMBL49331	dude_actives	12.86301	11.94307	12.96127	13.25588
CHEMBL143052	dude_actives	8.4541	8.57612	8.22089	8.33456
CHEMBL104167	dude_actives	11.28476	12.56828	11.83847	11.27471
CHEMBL50441	dude_actives	12.26782	11.47577	11.63294	12.08385
CHEMBL519160	dude_actives	9.74633	9.2142	9.35154	9.837
CHEMBL141304	dude_actives	9.58767	9.5094	9.80119	8.86204
CHEMBL1084928	dude_actives	9.51909	9.98076	9.95357	10.14297
CHEMBL194776	dude_actives	10.4156	10.13356	10.44045	10.56699
CHEMBL196181	dude_actives	10.83208	10.7438	11.32804	11.55999
CHEMBL197553	dude_actives	10.29826	10.1963	10.99873	10.91256
CHEMBL194023	dude_actives	10.77017	10.28442	10.19659	10.94527
CHEMBL108213	dude_actives	12.28108	11.51643	12.32695	12.00847
CHEMBL143345	dude_actives	8.94026	8.91383	9.73516	9.06847
CHEMBL139647	dude_actives	10.87811	10.51763	9.88664	10.56961
CHEMBL108327	dude_actives	9.37994	10.90397	11.54739	10.18456
CHEMBL106529	dude_actives	11.41446	11.18674	11.38182	11.4361
CHEMBL320245	dude_actives	12.34646	11.0277	11.93064	11.84537
CHEMBL195246	dude_actives	9.74482	10.08727	10.23814	10.27664
CHEMBL349577	dude_actives	12.02919	11.77513	12.73145	12.63514
CHEMBL326692	dude_actives	11.11726	11.56934	11.47565	11.09553
CHEMBL39151	dude_actives	12.64449	10.87108	11.38917	11.89384
CHEMBL195163	dude_actives	11.41319	11.49524	11.62284	11.37402
CHEMBL324668	dude_actives	11.6308	10.80707	11.93262	10.88835
CHEMBL337130	dude_actives	9.23117	9.37795	9.65239	9.81628
CHEMBL38669	dude_actives	11.09789	10.09906	10.38437	11.17702
CHEMBL289071	dude_actives	12.69434	11.07201	11.46068	12.20486
CHEMBL218700	dude_actives	10.22856	10.17834	10.37028	10.41739
CHEMBL430760	dude_actives	11.12169	10.37441	11.72602	11.74245
CHEMBL141126	dude_actives	10.13575	9.8576	9.91585	10.07118
CHEMBL106930	dude_actives	7.91079	10.7056	11.04291	10.55671
CHEMBL289555	dude_actives	11.87272	11.68074	11.8476	11.79384
CHEMBL51927	dude_actives	12.9476	11.87232	12.23755	12.45848
CHEMBL442030	dude_actives	9.51465	9.29059	9.66572	9.22321
CHEMBL370228	dude_actives	10.81259	10.83603	10.50189	10.92719
CHEMBL197455	dude_actives	10.77303	10.7256	10.54436	11.04538
CHEMBL322100	dude_actives	11.77085	11.70234	11.58989	11.57536
CHEMBL288381	dude_actives	11.92839	11.15484	11.30087	11.54001
CHEMBL104001	dude_actives	12.00667	11.92387	11.61829	11.68487
CHEMBL39325	dude_actives	12.48708	10.98431	11.17032	11.93655
CHEMBL118395	dude_actives	8.65476	8.91392	8.68457	8.97153
CHEMBL289854	dude_actives	12.56847	11.12852	11.27684	12.11384
CHEMBL1088743	dude_actives	11.15518	10.47667	10.64914	10.92017
CHEMBL143196	dude_actives	10.47487	10.21569	9.98408	10.51084
CHEMBL142705	dude_actives	8.15381	8.35534	8.26273	8.29738
CHEMBL141074	dude_actives	9.78372	9.36758	9.21944	9.89971
CHEMBL306784	dude_actives	8.89559	9.43298	9.15611	9.10106
CHEMBL1088742	dude_actives	9.8098	9.4827	10.1947	10.12956
CHEMBL308141	dude_actives	9.00103	9.40934	9.05204	9.36478
CHEMBL141237	dude_actives	10.27684	9.99092	9.79329	10.10859
CHEMBL322929	dude_actives	9.61248	10.83332	11.18669	11.0466
C00227558	dude_decoys_a	8.3388	8.99586	9.03392	9.03556
C05567824	dude_decoys_a	8.16747	8.36909	8.73613	8.99428
C07654748	dude_decoys_a	8.49162	8.76359	8.47933	9.08747
C07816319	dude_decoys_a	7.65609	8.07682	7.71164	8.02191
C08550048	dude_decoys_a	9.30618	9.68692	9.46617	9.39059
C09338867	dude_decoys_a	8.65602	8.68696	8.83776	9.39263
C09338868	dude_decoys_a	8.85799	9.48554	9.03661	9.28581
C12858514	dude_decoys_a	8.34204	8.60358	8.05687	8.92941
C18940936	dude_decoys_a	8.45879	8.86764	9.13368	8.89047
C20088909	dude_decoys_a	9.13228	9.74152	9.24548	9.54662
C20900794	dude_decoys_a	8.36438	8.51084	8.67912	8.80866
C20900869	dude_decoys_a	8.67154	8.77235	8.94429	8.93523
C23053397	dude_decoys_a	9.45771	9.75637	9.3207	9.45995
C27231137	dude_decoys_a	8.73031	8.44651	8.43821	8.84431
C04587850	dude_decoys_a	7.94499	8.3447	8.20675	8.52555
C36939577	dude_decoys_a	8.6463	8.4118	8.91656	9.12637
C36939656	dude_decoys_a	8.4499	8.0524	8.79933	9.11101
C37019611	dude_decoys_a	9.51579	9.17148	9.15725	9.65633
C37087058	dude_decoys_a	9.21369	8.88912	8.91924	9.53706
C37121967	dude_decoys_a	8.30013	8.56939	9.07424	8.97035
C37216150	dude_decoys_a	8.78655	8.67278	8.47989	9.05699
C37282949	dude_decoys_a	8.84576	8.66643	8.55653	9.092
C37362105	dude_decoys_a	9.76993	9.6242	9.24021	9.8006
C37742027	dude_decoys_a	8.34486	8.81468	8.41493	8.6801
C06946302	dude_decoys_a	7.94139	7.98198	7.75742	8.29866
C40857555	dude_decoys_a	9.85945	9.70492	9.72984	9.89414
C41393978	dude_decoys_a	8.19508	7.91593	8.48911	8.93324
C41394344	dude_decoys_a	7.14396	8.05212	8.05748	8.60539
C43240889	dude_decoys_a	9.11311	8.79712	8.90876	9.12135
C43658704	dude_decoys_a	7.85908	8.19456	7.6462	8.07321
C44499109	dude_decoys_a	8.42521	8.33705	8.20382	9.08697
C45257584	dude_decoys_a	9.65254	9.68361	9.4638	9.85446
C46618026	dude_decoys_a	7.96166	8.59173	8.07459	8.80713
C48336651	dude_decoys_a	8.9668	9.75764	9.30744	9.76939
C48894241	dude_decoys_a	8.81567	8.78052	8.61601	9.16987
C49053769	dude_decoys_a	8.72828	8.49053	8.3595	8.86408
C49055870	dude_decoys_a	8.84948	9.47638	8.56549	9.18757
C49278245	dude_decoys_a	8.88249	8.7451	8.78978	9.07865
C49447818	dude_decoys_a	8.5684	8.76857	8.78824	8.7901
C55003517	dude_decoys_a	7.32961	7.40081	6.79348	7.76563
C36851505	dude_decoys_a	8.73743	8.82096	8.74327	9.06027
C61765157	dude_decoys_a	9.15037	9.29083	8.87314	9.46266
C62200595	dude_decoys_a	8.59637	8.46252	8.43537	9.25891
C62263319	dude_decoys_a	9.45471	9.18605	10.46058	10.34029
C62496337	dude_decoys_a	9.35956	9.53038	9.44371	9.62455
C62607562	dude_decoys_a	7.91213	8.32442	8.9774	9.44914
C62757757	dude_decoys_a	7.12196	7.35112	7.39165	7.36481
C63400987	dude_decoys_a	8.92591	9.00911	9.27585	9.46038
C63857163	dude_decoys_a	9.39084	9.09519	9.39996	9.49121
C65216747	dude_decoys_a	9.00879	9.0816	9.46147	9.50204
C02715005	dude_decoys_a	9.26738	10.19336	9.74937	9.56788
C01498251	dude_decoys_a	9.30912	10.40328	11.07162	9.79287
C01372123	dude_decoys_a	9.00816	9.12692	9.42295	10.02047
C04414192	dude_decoys_a	8.76601	9.28198	9.72007	9.90905
C01217590	dude_decoys_a	10.36637	10.53705	10.07541	10.38467
C04581552	dude_decoys_a	9.96502	10.24949	9.23733	10.25098
C02849064	dude_decoys_a	8.73734	9.61159	10.02659	10.36891
C04886057	dude_decoys_a	10.62393	10.32368	10.08504	10.92697
C04911098	dude_decoys_a	10.1253	10.56662	9.78508	10.52168
C06704540	dude_decoys_a	9.07308	9.82097	8.95888	9.57398
C02647909	dude_decoys_a	11.37345	10.96212	10.72787	11.5301
C03536426	dude_decoys_a	9.03066	8.79211	8.87267	9.33913
C08062009	dude_decoys_a	10.64639	9.86607	10.19766	10.75172
C01469488	dude_decoys_a	11.00434	10.3665	11.23016	11.33136
C09759397	dude_decoys_a	9.64789	9.71805	9.62048	10.51874
C13806086	dude_decoys_a	9.75894	9.80168	9.48395	9.77038
C14545375	dude_decoys_a	7.20334	8.16969	9.3364	9.42475
C15835297	dude_decoys_a	11.02288	11.15865	10.79084	11.02264
C07054584	dude_decoys_a	10.54078	11.43641	10.41705	10.78928
C16346975	dude_decoys_a	10.17555	10.9057	11.0047	11.37633
C16882198	dude_decoys_a	10.19781	10.3876	10.4082	10.47798
C11887741	dude_decoys_a	8.88647	9.22518	8.87179	9.28251
C22540327	dude_decoys_a	9.31581	9.77228	9.24613	9.6578
C32526915	dude_decoys_a	10.34476	10.75546	10.94444	11.46231
C34995983	dude_decoys_a	9.21631	9.36653	9.3	9.95606
C37572306	dude_decoys_a	11.05865	11.5231	10.10057	11.01369
C39577191	dude_decoys_a	9.34255	9.66611	8.93907	9.38691
C05836440	dude_decoys_a	10.74526	10.5358	10.19317	9.8553
C41095402	dude_decoys_a	7.80762	8.45708	9.06903	9.26625
C41373401	dude_decoys_a	9.94222	9.91988	9.70357	10.14896
C41575308	dude_decoys_a	9.73678	9.31234	10.00615	10.43123
C45755301	dude_decoys_a	10.87049	10.00295	9.71193	10.8562
C46561639	dude_decoys_a	10.38929	10.1815	9.84416	10.52584
C46971625	dude_decoys_a	9.07452	9.38797	9.83938	10.2105
C50830857	dude_decoys_a	8.66785	8.55159	8.19379	8.99866
C33786047	dude_decoys_a	10.14472	9.71759	9.86456	10.11717
C56802812	dude_decoys_a	9.20545	9.99268	9.81292	10.01278
C57571226	dude_decoys_a	10.19927	10.91715	10.60261	11.13383
C24320986	dude_decoys_a	9.68827	9.54748	9.50932	10.00476
C57764353	dude_decoys_a	10.01111	10.11889	9.6349	10.17154
C12270266	dude_decoys_a	9.70444	10.2732	9.53787	9.73039
C07860482	dude_decoys_a	10.26629	11.02265	10.43805	10.50686
C58850389	dude_decoys_a	10.21998	10.53871	9.90192	10.65853
C19945567	dude_decoys_a	10.84207	10.9026	9.93957	11.11939
C36853797	dude_decoys_a	8.41946	8.54595	8.77014	9.10764
C57101826	dude_decoys_a	10.36015	10.65037	10.06251	10.75155
C60340730	dude_decoys_a	9.96204	9.19248	9.87903	9.93198
C62049357	dude_decoys_a	8.84448	9.18071	9.49982	9.79413
C66702164	dude_decoys_a	8.76586	9.06641	8.57191	9.44937
C66703529	dude_decoys_a	8.87941	9.14801	8.60216	9.71854
C00425935	dude_decoys_a	6.61824	7.109	8.1694	8.74591
C04554893	dude_decoys_a	9.13428	8.72249	9.23549	9.81307
C05703016	dude_decoys_a	9.27095	9.12357	8.72548	9.31585
C07037927	dude_decoys_a	7.76977	8.39243	8.56493	8.70268
C08067167	dude_decoys_a	8.59242	8.77771	8.17894	8.67267
C07417501	dude_decoys_a	8.22271	8.34201	8.39242	8.45003
C05521049	dude_decoys_a	9.58898	9.52996	9.58568	9.8021
C16712711	dude_decoys_a	8.00311	8.6968	8.61485	8.78018
C16903125	dude_decoys_a	9.34523	9.78508	10.32034	10.32021
C03604209	dude_decoys_a	8.32193	8.4524	9.09369	8.93221
C19607488	dude_decoys_a	9.02623	9.31752	9.35593	9.76729
C19781651	dude_decoys_a	9.43685	8.79025	9.01425	9.311
C20740773	dude_decoys_a	9.84011	9.8066	9.38761	10.0991
C12414223	dude_decoys_a	9.1431	9.22152	8.91238	9.33943
C24033896	dude_decoys_a	9.0793	9.10485	8.68776	9.45004
C30536199	dude_decoys_a	9.12279	9.37669	9.27191	9.49166
C30705476	dude_decoys_a	7.84658	8.87616	8.22053	8.72755
C32736292	dude_decoys_a	9.82011	10.2046	9.94847	9.96321
C35369100	dude_decoys_a	8.79944	8.78125	8.54436	8.97174
C37104905	dude_decoys_a	8.77192	8.60997	8.35581	8.99212
C37302919	dude_decoys_a	8.27131	8.30103	7.9997	8.346
C38565982	dude_decoys_a	8.10529	8.29722	8.18761	8.4279
C06500286	dude_decoys_a	9.88417	9.77279	9.38076	10.28732
C40123139	dude_decoys_a	8.97692	8.74052	8.60713	9.30209
C42675462	dude_decoys_a	8.77705	8.50415	8.63574	8.80085
C44305078	dude_decoys_a	8.39118	8.59858	8.24162	8.66852
C44782451	dude_decoys_a	8.90815	9.19813	8.86637	9.36722
C47649987	dude_decoys_a	8.82359	9.1785	8.72417	9.24677
C05407082	dude_decoys_a	8.13547	8.12144	8.32032	8.48803
C47835616	dude_decoys_a	7.99319	8.09039	7.73245	8.2715
C47856178	dude_decoys_a	8.92285	8.69211	8.85346	9.23486
C48974392	dude_decoys_a	8.35576	8.23205	7.8174	8.39727
C50735568	dude_decoys_a	8.88059	8.85762	9.58592	10.62711
C51157555	dude_decoys_a	8.50997	8.40763	8.53854	8.55616
C51778782	dude_decoys_a	9.79379	9.35717	9.0829	10.26452
C55282584	dude_decoys_a	9.22332	9.53644	9.3442	9.32968
C56033951	dude_decoys_a	9.83614	9.75269	9.42153	10.12302
C58159842	dude_decoys_a	9.16932	9.3096	8.97259	9.5496
C25370250	dude_decoys_a	8.44698	8.53567	9.11033	8.7815
C59024896	dude_decoys_a	8.78035	8.66707	8.94095	9.29928
C61729931	dude_decoys_a	8.96517	8.80425	8.61577	9.04043
C52053755	dude_decoys_a	7.00708	7.38304	7.20438	7.54609
C63826904	dude_decoys_a	8.65834	9.8889	9.63812	9.80045
C50451630	dude_decoys_a	9.41596	8.9824	9.15595	9.48451
C65163580	dude_decoys_a	9.78581	9.62674	9.71596	10.26784
C14361103	dude_decoys_a	9.64829	9.82053	9.40228	10.02085
C66061522	dude_decoys_a	8.78849	9.06689	9.25208	9.65163
C66562818	dude_decoys_a	9.49341	9.71484	9.14299	9.73134
C66746029	dude_decoys_a	7.84803	8.37158	8.57172	8.58116
C67024834	dude_decoys_a	8.24664	8.86387	8.55126	8.89075
C00193548	dude_decoys_a	7.40055	7.48352	7.57088	7.80339
C05053550	dude_decoys_a	8.00639	8.8671	8.47796	8.36186
C05163239	dude_decoys_a	8.0588	8.96168	8.10579	8.4898
C00257364	dude_decoys_a	9.7945	9.97893	9.8403	10.52306
C00571386	dude_decoys_a	10.21842	10.32537	9.9924	10.57896
C00240337	dude_decoys_a	8.53555	9.16283	8.25197	9.12541
C06184742	dude_decoys_a	9.11132	9.31096	8.5737	9.26577
C06333311	dude_decoys_a	7.70674	7.72229	7.89145	7.96964
C06874989	dude_decoys_a	9.05316	8.92304	9.19016	9.46437
C14094481	dude_decoys_a	7.54161	7.85257	8.14693	8.21594
C19782614	dude_decoys_a	7.48942	8.32692	7.80133	7.87424
C23674966	dude_decoys_a	9.12514	9.05488	8.96362	9.30505
C28220993	dude_decoys_a	9.78534	9.66829	9.02607	9.75653
C28327574	dude_decoys_a	8.831	9.11255	9.15289	9.02626
C31440651	dude_decoys_a	8.34898	8.48139	8.7226	8.89316
C11635996	dude_decoys_a	8.31789	8.67637	8.27839	8.83422
C32727301	dude_decoys_a	8.13438	8.84425	7.96464	9.03296
C36395214	dude_decoys_a	8.10234	8.10431	7.84734	8.33144
C37041822	dude_decoys_a	7.72541	8.25574	8.64981	9.20524
C37772514	dude_decoys_a	8.69844	8.08132	8.66921	9.68014
C38010136	dude_decoys_a	9.35332	9.56467	9.48765	9.51916
C40262264	dude_decoys_a	9.42797	9.60293	9.01475	9.15548
C40775256	dude_decoys_a	7.1801	8.13401	7.66511	8.16617
C41091801	dude_decoys_a	6.76704	6.29342	6.63088	7.11448
C48544679	dude_decoys_a	8.69972	8.91969	8.45281	9.42525
C48546387	dude_decoys_a	8.09949	7.97243	8.10698	8.44609
C48674103	dude_decoys_a	7.33548	7.47975	7.68106	7.92947
C48860650	dude_decoys_a	7.58214	7.76816	7.92105	8.10618
C48879279	dude_decoys_a	8.34292	8.1347	8.2575	8.42879
C49399371	dude_decoys_a	8.50678	8.55694	8.45531	8.94036
C49509458	dude_decoys_a	8.57663	8.64881	8.56748	8.89565
C49686779	dude_decoys_a	8.36115	8.26357	8.59715	9.61307
C49751985	dude_decoys_a	9.13107	8.88053	8.80534	9.45321
C49915123	dude_decoys_a	9.35862	9.55444	9.29338	9.43632
C52963267	dude_decoys_a	10.0455	10.05414	9.90298	10.25933
C54789503	dude_decoys_a	7.35095	7.76673	7.54861	7.70523
C34996516	dude_decoys_a	8.63295	9.76736	9.80541	10.02769
C58493049	dude_decoys_a	9.03635	8.97842	9.19963	9.11511
C61362317	dude_decoys_a	8.93955	9.2695	9.33953	9.37168
C62491953	dude_decoys_a	8.25064	8.31661	8.40451	9.00593
C62577158	dude_decoys_a	9.40757	9.33021	9.31604	9.77795
C62751773	dude_decoys_a	7.55669	8.30339	7.24295	7.09035
C62966534	dude_decoys_a	8.16812	8.14755	8.13317	8.74851
C35372077	dude_decoys_a	8.21271	8.58831	8.79512	9.21945
C64977983	dude_decoys_a	9.7586	9.83205	9.48309	10.25843
C66131766	dude_decoys_a	7.56035	8.18888	7.82408	8.15075
C67306590	dude_decoys_a	9.29418	9.82121	10.00725	10.36178
C67503322	dude_decoys_a	9.31416	8.95398	8.78042	9.31148
C67503326	dude_decoys_a	9.06362	9.0217	8.80171	9.31023
C67516263	dude_decoys_a	8.41489	9.37635	9.93735	9.51979
C02246344	dude_decoys_a	8.16202	8.11087	8.03273	8.5264
C03208573	dude_decoys_a	10.39469	10.18375	10.35911	10.53075
C05586100	dude_decoys_a	10.36037	10.32076	9.26618	10.24408
C00663977	dude_decoys_a	8.61244	9.02627	8.74996	8.31358
C07388927	dude_decoys_a	9.41003	9.59695	8.94693	9.54398
C07737849	dude_decoys_a	10.6136	11.27055	10.51801	10.84277
C01192307	dude_decoys_a	8.30088	8.43423	8.22043	8.65214
C01013707	dude_decoys_a	10.14721	10.35376	10.15823	10.32748
C09365535	dude_decoys_a	9.41238	9.55002	9.25679	9.96279
C12420481	dude_decoys_a	9.20763	9.13554	9.17063	9.77136
C12602273	dude_decoys_a	11.51835	10.98857	10.97231	11.67572
C16856995	dude_decoys_a	8.99701	9.93838	10.33104	9.65544
C19572647	dude_decoys_a	9.67205	10.08073	10.01192	10.39204
C19680922	dude_decoys_a	9.17738	8.86099	9.10322	9.96019
C20157660	dude_decoys_a	9.21041	8.97123	9.29135	9.32787
C22732620	dude_decoys_a	10.31324	10.3789	10.40437	10.72802
C23387320	dude_decoys_a	10.38906	10.36005	9.94851	10.86548
C31809702	dude_decoys_a	9.11107	10.08899	9.36785	9.61144
C32934535	dude_decoys_a	9.95608	9.524	9.89362	10.41303
C35215335	dude_decoys_a	7.67398	8.69765	8.03924	8.18216
C11458564	dude_decoys_a	10.44131	11.03865	10.72139	11.25794
C39738912	dude_decoys_a	9.37866	8.95075	9.6029	9.76579
C33757915	dude_decoys_a	7.83703	8.2692	7.0975	7.1807
C41114142	dude_decoys_a	10.57725	9.93329	10.54572	11.09323
C42025370	dude_decoys_a	9.10235	9.73583	8.68182	9.6926
C43101643	dude_decoys_a	7.50479	8.65929	8.20979	8.66536
C06014529	dude_decoys_a	9.32915	9.94541	9.67292	9.48156
C45456038	dude_decoys_a	8.57865	8.14133	8.46377	9.21196
C45751388	dude_decoys_a	9.5219	9.89166	9.57447	10.41228
C46864271	dude_decoys_a	10.23675	10.10102	10.03652	10.3615
C48365509	dude_decoys_a	10.58488	10.16933	10.24213	10.48299
C48867478	dude_decoys_a	10.40589	9.94142	10.70549	10.91775
C49430049	dude_decoys_a	10.63898	10.34566	10.38452	10.82283
C00865288	dude_decoys_a	8.83282	9.22119	8.76544	9.2243
C53192591	dude_decoys_a	10.26742	10.4287	10.3544	10.39434
C55178995	dude_decoys_a	8.60527	9.36146	9.16494	9.13007
C55270908	dude_decoys_a	9.97449	10.09017	9.88692	10.89539
C57101904	dude_decoys_a	9.65615	9.70878	9.05217	10.1164
C25913708	dude_decoys_a	10.706	10.75563	10.85723	11.15683
C28234906	dude_decoys_a	9.78936	9.9846	9.43639	10.2487
C24085370	dude_decoys_a	10.14231	10.36786	10.11818	10.70059
C15603143	dude_decoys_a	9.85034	10.28432	9.93992	10.26667
C21937925	dude_decoys_a	9.03597	9.36918	8.91448	8.87018
C15364324	dude_decoys_a	8.00384	8.55271	8.28809	8.83323
C52989419	dude_decoys_a	9.0651	9.08998	8.69769	9.29073
C59734366	dude_decoys_a	10.22905	10.61591	9.99705	10.96228
C61787221	dude_decoys_a	8.29103	8.89925	8.05423	8.30416
C64345616	dude_decoys_a	9.68393	9.60753	9.41049	9.59641
C66316410	dude_decoys_a	9.08311	8.80822	8.55863	8.9863
C66576270	dude_decoys_a	9.19137	9.84283	9.37895	9.35325
C00490862	dude_decoys_a	6.50956	8.16676	7.52091	6.92965
C04304229	dude_decoys_a	10.36153	10.45336	9.6724	10.0064
C04308694	dude_decoys_a	10.11642	10.44162	9.63239	10.36463
C04346759	dude_decoys_a	7.59118	9.01859	9.06145	9.71926
C04488829	dude_decoys_a	8.50667	8.67851	8.81605	8.95752
C04546273	dude_decoys_a	9.9233	10.0423	9.65063	9.82245
C03444059	dude_decoys_a	10.38797	9.70635	9.43927	10.16059
C00428385	dude_decoys_a	10.36722	10.01952	9.95839	10.50283
C05354903	dude_decoys_a	10.08192	10.01362	10.05766	10.38915
C03518878	dude_decoys_a	9.56572	9.90157	10.66147	10.89689
C12082747	dude_decoys_a	10.40296	10.43329	9.82858	11.05702
C14129361	dude_decoys_a	9.68094	9.80325	10.09809	10.09776
C14241240	dude_decoys_a	9.00028	8.65629	8.40859	8.8846
C19939764	dude_decoys_a	11.00346	10.52071	10.25414	10.93668
C21874324	dude_decoys_a	10.15191	9.69594	9.81557	10.34971
C22480694	dude_decoys_a	10.78372	10.66941	10.61075	10.9674
C29106939	dude_decoys_a	8.86485	9.6285	9.94009	9.57677
C32907327	dude_decoys_a	11.39259	11.21818	10.94099	11.33533
C33326667	dude_decoys_a	9.76881	9.52094	9.7751	10.70015
C34739281	dude_decoys_a	7.85923	7.96596	8.01785	9.16687
C00211233	dude_decoys_a	9.74708	9.70642	9.48226	10.9768
C00448678	dude_decoys_a	9.75265	10.09006	9.76971	9.81797
C08683205	dude_decoys_a	9.70378	9.57115	9.61902	10.08945
C05629051	dude_decoys_a	9.18318	9.23187	8.97423	9.39374
C35471983	dude_decoys_a	6.9074	7.31553	8.21962	8.56567
C40548399	dude_decoys_a	9.37105	9.86146	9.1491	9.89253
C40562852	dude_decoys_a	10.31786	10.65259	9.90069	10.097
C41373158	dude_decoys_a	9.6291	9.60016	9.08534	9.57869
C42179118	dude_decoys_a	9.57105	9.75746	9.00112	9.89942
C43373513	dude_decoys_a	9.21622	9.14019	9.32891	10.24288
C44225058	dude_decoys_a	9.50696	9.62793	9.69468	9.88648
C46570001	dude_decoys_a	10.75852	10.91288	10.52284	11.37751
C51156357	dude_decoys_a	10.45376	10.46594	9.83786	10.49384
C54672210	dude_decoys_a	10.13958	10.19435	9.89463	10.19606
C55493140	dude_decoys_a	9.80404	9.96532	9.77108	10.16462
C55493907	dude_decoys_a	9.73024	9.69106	10.08161	10.34683
C07213053	dude_decoys_a	9.844	10.01951	9.80429	10.40915
C14571103	dude_decoys_a	9.70948	10.26002	9.75431	10.73948
C60852768	dude_decoys_a	9.59284	8.98411	9.3284	10.21286
C55841671	dude_decoys_a	9.21045	9.42313	8.83754	9.42953
C64835298	dude_decoys_a	9.07873	9.53781	9.58672	10.27198
C28285181	dude_decoys_a	9.99582	9.88049	9.61514	10.45356
C65330262	dude_decoys_a	9.45399	9.96692	9.3672	10.20756
C66254603	dude_decoys_a	9.04959	9.13909	9.04184	8.90921
